Timestamp,Pitch,Roll,Yaw
1729869712.5118804,-5.038037466463982,176.67268592964248,0.21094829521950037
1729869712.9310274,-10.096653180079228,174.42669901349973,-0.15161239179741257
1729869713.0341833,-15.46995441636263,170.17204580948837,-0.5077593953860214
1729869713.1657436,-12.966055684488675,171.76788930845464,-1.826621002624059
1729869713.2696805,-17.55017140407914,168.21098127839113,-0.04024948949546145
1729869713.3789408,-23.786485827598213,166.7191972111269,1.9336492503902982
1729869713.4851875,-23.707485165979463,168.14329063072654,2.6264074054134
1729869713.6019046,-23.531897276742324,165.5907783381183,4.793148922277424
1729869713.7198093,-24.012123879730627,168.24048543266835,6.681234168691392
1729869713.831327,-26.109427402296255,170.96513446987976,6.809267055904722
1729869713.959413,-24.41822163880097,171.50716549285272,6.950650842230523
1729869714.0613134,-21.180083677800546,176.08768369833214,6.046985570070372
1729869714.1694033,-21.192504573247426,173.2633196564665,5.520923489249795
1729869714.2669568,-21.737126543736593,167.8845447293252,5.159574223277781
1729869714.3754783,-22.099969099422125,167.9192183605285,5.882314733591282
1729869714.4822257,-22.330839116623157,167.55625902828814,5.852665848259643
1729869714.577805,-25.335075018338745,167.94633646460352,6.461887661752626
1729869714.6869683,-23.038595302882197,169.75455337410204,4.917475849918292
1729869714.8070073,-22.253606607690582,170.21550459521424,4.544938603571369
1729869714.9081464,-21.696436068618045,172.81526645269903,3.1617031895087804
1729869715.0152946,-17.38920443082311,177.09048642196177,3.5231296006647357
1729869715.1114216,-18.435966667156716,176.9914459780608,3.914118215252651
1729869715.2121825,-16.316769140841416,176.69855272018916,3.0443141672630727
1729869715.3222024,-25.56549229811744,169.81979133765,6.785048199870736
1729869715.426013,-26.902825743465254,169.8873650223566,7.563172445966463
1729869715.5309484,-28.161670104138047,169.30256076357313,8.538306727198485
1729869715.6236894,-33.63281265919912,171.39497664810654,10.827192028747964
1729869715.718128,-37.060695927041124,170.65139664015592,11.258278994736822
1729869715.8138268,-38.668550062845505,169.31151860520507,11.536317277116702
1729869715.9139454,-36.97284798622466,170.532322923036,10.952976532418342
1729869716.0171456,-36.64660788293647,169.8718349369895,11.356353856963743
1729869716.1437085,-35.901563545172976,171.43981138003423,11.258205017360924
1729869716.252646,-30.779839221054573,167.25117281052857,10.961087153383525
1729869716.3584123,-27.856687775061626,168.18022859899557,10.454307219449129
1729869716.45505,-25.9776688034558,164.52647159070105,12.597495504473573
1729869716.5660243,-27.57119749346875,166.5592629304482,11.362657154449025
1729869716.6706445,-23.82908797739063,166.12787477934125,10.602151188126577
1729869716.771451,-22.485623924597007,165.4295956876938,10.245288133526966
1729869716.87441,-26.514528582669563,168.1966942393984,9.827436527882394
1729869716.987894,-26.549722629374667,166.39134438761673,12.28443907588569
1729869717.0927894,-28.611296575167987,166.2196460025418,12.739446220869176
1729869717.219138,-28.034651794044912,165.77112354385957,13.648491271883248
1729869717.3141258,-25.91407259516027,166.81261118586573,13.284158932666342
1729869717.4212525,-26.21150984712735,165.14967013616004,12.738629328302071
1729869717.5423467,-25.196080277297416,163.71559318278528,12.902273938485397
1729869717.6624582,-26.523470837560712,164.0722204290389,12.982216477609251
1729869717.7670898,-24.289416661884694,164.12719831013462,12.641767351346463
1729869717.8778124,-25.291573916853793,162.92026086503316,13.273826023590601
1729869717.9830406,-24.970439877458773,162.62104754578468,13.283200437505375
1729869718.0906718,-24.722087744681527,163.11149055818575,13.464874103290596
1729869718.191331,-24.732790756709143,162.05958219806868,12.920004963233087
1729869718.2997203,-24.433702067569786,164.3788822674787,12.717252836747704
1729869718.4053822,-24.1248200232123,164.87701160019876,12.307917385918289
1729869718.5139136,-24.894007093069686,164.91636450878056,12.417013111402373
1729869718.625038,-25.519806911258872,164.68977567903218,12.341227067340286
1729869718.7364566,-26.079074621576567,167.14940852530316,12.06999015760141
1729869718.8440645,-26.136703705356613,164.72850002112244,11.027362613543774
1729869718.956723,-17.415847937949643,164.34968581576842,12.154660664134099
1729869719.064532,-17.17169838928431,164.55065150958984,10.80041388133998
1729869719.1763062,-28.72754024402977,165.4564994679354,10.960590337162209
1729869719.2826228,-27.48241473562924,166.4205496679618,10.135115263291652
1729869719.3891332,-26.36096116134683,165.3278870887017,9.359088975664395
1729869719.4832745,-28.33290632519656,165.7385734627321,9.81718169929755
1729869719.5760841,-25.254398763720538,164.3379209411918,10.879976374330168
1729869719.6709633,-24.01254473598209,164.7361716456573,9.70963918127344
1729869719.7664416,-27.80348336545176,165.83653580421694,9.84536227181674
1729869719.8637972,-28.669242147567047,168.32887950084205,10.24132546029271
1729869719.969711,-27.156964159945513,170.05946829331648,9.051422252937483
1729869720.0693192,-28.15381513966113,171.2665173864817,8.577031199491564
1729869720.1737206,-32.83577560075349,172.1509496428133,8.84805346799699
1729869720.3098009,-34.03942916761315,171.31993585943363,9.072988247785993
1729869720.4102213,-27.696957577934864,170.4569443481303,8.399025638610466
1729869720.5220225,-26.977468573313942,167.33040057547325,7.450257350150097
1729869720.6285105,-26.736723585589537,166.6578004124726,7.948770292950326
1729869720.7411985,-25.728214171315862,164.79546631808347,8.524540994609884
1729869720.8446758,-27.21151022398368,165.16936839197487,9.383882540116673
1729869720.949836,-25.09072931979301,164.96366973261385,8.596711934810275
1729869721.073212,-24.78695801022336,167.47842455402952,7.867152256948092
1729869721.1677706,-24.30628442082906,167.43555059808048,7.156846973160891
1729869721.2630544,-27.482433280902036,168.89122625313607,7.449483088966059
1729869721.3693264,-27.480647515074427,168.45306373604893,5.975892503493414
1729869721.4643881,-27.565212057376435,167.02553833763884,6.8019308429517835
1729869721.579638,-30.5768507680851,167.2114012865096,7.2216662239739335
